consumers,consumerName,Consumer.Sp.stage,consumerSP,consumerStage,resources,resourceName,Resource.Sp.stage,resourceSP,resourceStage,Consumer.Interaction.Code,Feeding.Site,confidence,justification,Ref.ID,localities,version
321,Semicossyphus.pulcher.263.4,263.4,263,4,1320,DIG.MO8.DIG.MO8.727.5,727.5,727,5,14,NA,4,11,167; 406; 407,Marine,V2.Dryad
324,Syngnathus.californiensis.266.1,266.1,266,1,1320,DIG.MO8.DIG.MO8.727.5,727.5,727,5,14,NA,4,11,732,"San Diego, CA, USA",V2.Dryad
332,Megastraea.undosa.274.1,274.1,274,1,1320,DIG.MO8.DIG.MO8.727.5,727.5,727,5,14,NA,4,11,643,"Baja California, Mexico",V2.Dryad
333,Megathura.crenulata.275.1,275.1,275,1,1320,DIG.MO8.DIG.MO8.727.5,727.5,727,5,14,NA,4,11,642,"Baja California, Mexico",V2.Dryad
353,Volvarina.taeniolata.295.1,295.1,295,1,1320,DIG.MO8.DIG.MO8.727.5,727.5,727,5,14,NA,4,11,308,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
17,Melanitta.perspicillata.17.1,17.1,17,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,20,"Puget Sound, WA, USA",V2.Dryad
64,Octopus.rubescens.63.1,63.1,63,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,748,"Admiralty Bay, Island County, WA, USA",V2.Dryad
67,Anthopleura.artemisia.66.1,66.1,66,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,990,Pacific Ocean,V2.Dryad
68,Anthopleura.sola.67.1,67.1,67,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,990,Pacific Ocean,V2.Dryad
69,Anthopleura.xanthogrammica.68.1,68.1,68,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,990,Pacific Ocean,V2.Dryad
74,Phyllactis.sp..73.1,73.1,73,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,990,Pacific Ocean,V2.Dryad
75,Urticina.lofotensis.74.1,74.1,74,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,990,Pacific Ocean,V2.Dryad
175,Cancer.antennarius.140.1,140.1,140,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,157,Marine,V2.Dryad
181,Pugettia.producta.143.1,143.1,143,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,223,"Santa Barbara, CA, USA",V2.Dryad
257,Anisotremus.davidsonii.214.1,214.1,214,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,584,"Pacific Coast, USA",V2.Dryad
267,Embiotoca.jacksoni.224.1,224.1,224,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,267,"King Harbor, CA, USA",V2.Dryad
268,Gibbonsia.elegans.225.1,225.1,225,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,732,"San Diego, CA, USA",V2.Dryad
272,Halichoeres.semicinctus.229.1,229.1,229,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,406,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
273,Heterostichus.rostratus.230.1,230.1,230,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,732,"San Diego, CA, USA",V2.Dryad
278,Hypsurus.caryi.234.1,234.1,234,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,267,"King Harbor, CA, USA",V2.Dryad
286,Oxyjulis.californica.241.1,241.1,241,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,732,"San Diego, CA, USA",V2.Dryad
295,Rhacochilus.vacca.248.1,248.1,248,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,267,"King Harbor, CA, USA",V2.Dryad
296,Rhacochilus.toxotes.249.1,249.1,249,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,732,"San Diego, CA, USA",V2.Dryad
299,Scorpaenichthys.marmoratus.252.1,252.1,252,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,732,"San Diego, CA, USA",V2.Dryad
316,Sebastes.chrysomelas.261.1,261.1,261,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,552,"CA, USA",V2.Dryad
320,Semicossyphus.pulcher.263.1,263.1,263,1,1321,DIG.SCI8.(blank).780.3,780.3,780,3,14,NA,4,11,167,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
17,Melanitta.perspicillata.17.1,17.1,17,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,20,"Puget Sound, WA, USA",V2.Dryad
67,Anthopleura.artemisia.66.1,66.1,66,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,990,Pacific Ocean,V2.Dryad
68,Anthopleura.sola.67.1,67.1,67,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,990,Pacific Ocean,V2.Dryad
69,Anthopleura.xanthogrammica.68.1,68.1,68,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,990,Pacific Ocean,V2.Dryad
73,Pachycerianthus.fimbriatus.72.1,72.1,72,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,990,Pacific Ocean,V2.Dryad
74,Phyllactis.sp..73.1,73.1,73,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,990,Pacific Ocean,V2.Dryad
75,Urticina.lofotensis.74.1,74.1,74,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,990,Pacific Ocean,V2.Dryad
175,Cancer.antennarius.140.1,140.1,140,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,157,Marine,V2.Dryad
176,Cancer.antennarius.140.4,140.4,140,4,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,157,Marine,V2.Dryad
181,Pugettia.producta.143.1,143.1,143,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,223,"Santa Barbara, CA, USA",V2.Dryad
184,Panulirus.interruptus.144.4,144.4,144,4,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,271,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
193,Betaeus.longidactylus.153.1,153.1,153,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,223,"Santa Barbara, CA, USA",V2.Dryad
201,Lophopanopeus.bellus.161.1,161.1,161,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,322,"Puget Sound, WA, USA",V2.Dryad
210,Romaleon.jordani.170.1,170.1,170,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,322,Marine,V2.Dryad
267,Embiotoca.jacksoni.224.1,224.1,224,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
272,Halichoeres.semicinctus.229.1,229.1,229,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
279,Hypsypops.rubicundus.235.1,235.1,235,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,732,"San Diego, CA, USA",V2.Dryad
286,Oxyjulis.californica.241.1,241.1,241,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,167,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
293,Phanerodon.furcatus.246.1,246.1,246,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,267,"King Harbor, CA, USA",V2.Dryad
295,Rhacochilus.vacca.248.1,248.1,248,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
296,Rhacochilus.toxotes.249.1,249.1,249,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,732,"San Diego, CA, USA",V2.Dryad
297,Rhinogobiops.nicholsii.250.1,250.1,250,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,167; 406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
299,Scorpaenichthys.marmoratus.252.1,252.1,252,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,732,"San Diego, CA, USA",V2.Dryad
320,Semicossyphus.pulcher.263.1,263.1,263,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,167,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
394,Eudendrium.sp..336.1,336.1,336,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,55,Mediterranean Sea,V2.Dryad
488,Halosydna.brevisetosa.429.1,429.1,429,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,285,Marine,V2.Dryad
489,Harmothoe.imbricata.430.1,430.1,430,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,800,White Sea,V2.Dryad
490,Lepidonotus.squamatus.431.1,431.1,431,1,1322,DIG.SCI8.(blank).780.5,780.5,780,5,14,NA,4,11,285,Marine,V2.Dryad
17,Melanitta.perspicillata.17.1,17.1,17,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,20,"Puget Sound, WA, USA",V2.Dryad
64,Octopus.rubescens.63.1,63.1,63,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,748,"Admiralty Bay, Island County, WA, USA",V2.Dryad
67,Anthopleura.artemisia.66.1,66.1,66,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,990,Pacific Ocean,V2.Dryad
68,Anthopleura.sola.67.1,67.1,67,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,990,Pacific Ocean,V2.Dryad
69,Anthopleura.xanthogrammica.68.1,68.1,68,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,990,Pacific Ocean,V2.Dryad
74,Phyllactis.sp..73.1,73.1,73,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,990,Pacific Ocean,V2.Dryad
75,Urticina.lofotensis.74.1,74.1,74,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,4,11,990,Pacific Ocean,V2.Dryad
175,Cancer.antennarius.140.1,140.1,140,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,157,Marine,V2.Dryad
181,Pugettia.producta.143.1,143.1,143,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,4,11,223,"Santa Barbara, CA, USA",V2.Dryad
257,Anisotremus.davidsonii.214.1,214.1,214,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
267,Embiotoca.jacksoni.224.1,224.1,224,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,267,"King Harbor, CA, USA",V2.Dryad
268,Gibbonsia.elegans.225.1,225.1,225,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
272,Halichoeres.semicinctus.229.1,229.1,229,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,406,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
273,Heterostichus.rostratus.230.1,230.1,230,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
278,Hypsurus.caryi.234.1,234.1,234,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,267,"King Harbor, CA, USA",V2.Dryad
286,Oxyjulis.californica.241.1,241.1,241,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
295,Rhacochilus.vacca.248.1,248.1,248,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,267,"King Harbor, CA, USA",V2.Dryad
296,Rhacochilus.toxotes.249.1,249.1,249,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
299,Scorpaenichthys.marmoratus.252.1,252.1,252,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
316,Sebastes.chrysomelas.261.1,261.1,261,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,552,"CA, USA",V2.Dryad
320,Semicossyphus.pulcher.263.1,263.1,263,1,1323,Genitocotyle.acirrus.645.3,645.3,645,3,14,NA,3,11,167,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
10,Ardea.alba.10.1,10.1,10,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,671,Marine,V2.Dryad
11,Egretta.thula.11.1,11.1,11,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,500,"Tampa Bay, FL, USA",V2.Dryad
14,Larus.canus.14.1,14.1,14,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,534,"North Sea, Germany",V2.Dryad
16,Larus.heermanni.16.1,16.1,16,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,6,North Pacific,V2.Dryad
17,Melanitta.perspicillata.17.1,17.1,17,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,20,"Puget Sound, WA, USA",V2.Dryad
18,Nycticorax.nycticorax.18.1,18.1,18,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,4,11,671,Marine,V2.Dryad
25,Thalasseus.maximus.25.1,25.1,25,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,998,Marine,V2.Dryad
246,Myliobatis.californica.203.1,203.1,203,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,4,11,346,"Humboldt Bay, CA, USA",V2.Dryad
247,Platyrhinoidis.triseriata.204.1,204.1,204,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,258,"CA, USA",V2.Dryad
248,Rhinobatos.productus.205.1,205.1,205,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,547; 979,"Gulf of California, Mexico",V2.Dryad
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,4,11,258,"CA, USA",V2.Dryad
251,Heterodontus.francisci.208.1,208.1,208,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,258,"CA, USA",V2.Dryad
255,Triakis.semifasciata.212.1,212.1,212,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,491,Japan,V2.Dryad
257,Anisotremus.davidsonii.214.1,214.1,214,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
258,Atherinops.affinis.215.1,215.1,215,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,732,"San Diego, CA, USA",V2.Dryad
259,Aulorhynchus.flavidus.216.1,216.1,216,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,669,"Straight of Juan de Fuca, WA, USA",V2.Dryad
261,Caulolatilus.princeps.218.1,218.1,218,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
262,Cheilotrema.saturnum.219.1,219.1,219,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
272,Halichoeres.semicinctus.229.1,229.1,229,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,230; 406; 407,"Todos Santo, Baja California, Mexico; Catalina Island, Channel Islands, CA, USA",V2.Dryad
275,Hexagrammos.decagrammus.231.1,231.1,231,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,710,Marine,V2.Dryad
279,Hypsypops.rubicundus.235.1,235.1,235,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,120; 406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
285,Ophiodon.elongatus.240.1,240.1,240,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
286,Oxyjulis.californica.241.1,241.1,241,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
287,Oxylebius.pictus.242.1,242.1,242,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,120; 406; 407; 732,"Catalina Island, Channel Islands, CA, USA; San Diego, CA, USA",V2.Dryad
289,Paralabrax.nebulifer.243.1,243.1,243,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,732; 839,"San Diego, CA, USA",V2.Dryad
290,Paralabrax.clathratus.244.1,244.1,244,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,120; 204; 406; 407; 732,"Catalina Island, Channel Islands, CA, USA; San Diego, CA, USA; Mohawk Reef, Santa Barbara, CA",V2.Dryad
291,Paralabrax.clathratus.244.4,244.4,244,4,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,662,"Punta Banda Estuary, Baja California, Mexico",V2.Dryad
304,Sebastes.auriculatus.255.1,255.1,255,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
306,Sebastes.caurinus.256.1,256.1,256,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,552; 970,"CA, USA; WA, USA",V2.Dryad
307,Sebastes.caurinus.256.4,256.4,256,4,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,814,"South Humboldt Bay, CA, USA",V2.Dryad
308,Sebastes.carnatus.257.1,257.1,257,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,579,"Central CA, USA",V2.Dryad
310,Sebastes.atrovirens.258.1,258.1,258,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,120; 204; 406; 407; 732,"San Diego, CA, USA; CA, USA; Catalina Island, Channel Islands, CA, USA",V2.Dryad
312,Sebastes.serranoides.259.1,259.1,259,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,120; 406; 407; 732,"Catalina Island, Channel Islands, CA, USA; San Diego, CA, USA",V2.Dryad
314,Sebastes.serriceps.260.1,260.1,260,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
316,Sebastes.chrysomelas.261.1,261.1,261,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,548,"Santa Barbara Channel, CA, USA",V2.Dryad
318,Sebastes.rastrelliger.262.1,262.1,262,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
320,Semicossyphus.pulcher.263.1,263.1,263,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,120; 406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
324,Syngnathus.californiensis.266.1,266.1,266,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,2,11,732,"San Diego, CA, USA",V2.Dryad
353,Volvarina.taeniolata.295.1,295.1,295,1,1324,Genitocotyle.acirrus.645.5,645.5,645,5,14,NA,3,11,308,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
17,Melanitta.perspicillata.17.1,17.1,17,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,20,"Puget Sound, WA, USA",V2.Dryad
64,Octopus.rubescens.63.1,63.1,63,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,748,"Admiralty Bay, Island County, WA, USA",V2.Dryad
67,Anthopleura.artemisia.66.1,66.1,66,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,990,Pacific Ocean,V2.Dryad
68,Anthopleura.sola.67.1,67.1,67,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,990,Pacific Ocean,V2.Dryad
69,Anthopleura.xanthogrammica.68.1,68.1,68,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,990,Pacific Ocean,V2.Dryad
74,Phyllactis.sp..73.1,73.1,73,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,990,Pacific Ocean,V2.Dryad
75,Urticina.lofotensis.74.1,74.1,74,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,4,11,990,Pacific Ocean,V2.Dryad
175,Cancer.antennarius.140.1,140.1,140,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,157,Marine,V2.Dryad
181,Pugettia.producta.143.1,143.1,143,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,4,11,223,"Santa Barbara, CA, USA",V2.Dryad
257,Anisotremus.davidsonii.214.1,214.1,214,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
267,Embiotoca.jacksoni.224.1,224.1,224,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,267,"King Harbor, CA, USA",V2.Dryad
268,Gibbonsia.elegans.225.1,225.1,225,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
272,Halichoeres.semicinctus.229.1,229.1,229,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,406,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
273,Heterostichus.rostratus.230.1,230.1,230,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
278,Hypsurus.caryi.234.1,234.1,234,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,267,"King Harbor, CA, USA",V2.Dryad
286,Oxyjulis.californica.241.1,241.1,241,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
295,Rhacochilus.vacca.248.1,248.1,248,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,267,"King Harbor, CA, USA",V2.Dryad
296,Rhacochilus.toxotes.249.1,249.1,249,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
299,Scorpaenichthys.marmoratus.252.1,252.1,252,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
316,Sebastes.chrysomelas.261.1,261.1,261,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,552,"CA, USA",V2.Dryad
320,Semicossyphus.pulcher.263.1,263.1,263,1,1325,Genitocotyle.heterostichi.646.3,646.3,646,3,14,NA,3,11,167,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
10,Ardea.alba.10.1,10.1,10,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,671,Marine,V2.Dryad
11,Egretta.thula.11.1,11.1,11,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,500,"Tampa Bay, FL, USA",V2.Dryad
14,Larus.canus.14.1,14.1,14,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,2,11,534,"North Sea, Germany",V2.Dryad
16,Larus.heermanni.16.1,16.1,16,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,6,North Pacific,V2.Dryad
17,Melanitta.perspicillata.17.1,17.1,17,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,20,"Puget Sound, WA, USA",V2.Dryad
18,Nycticorax.nycticorax.18.1,18.1,18,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,4,11,671,Marine,V2.Dryad
25,Thalasseus.maximus.25.1,25.1,25,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,998,Marine,V2.Dryad
246,Myliobatis.californica.203.1,203.1,203,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,4,11,346,"Humboldt Bay, CA, USA",V2.Dryad
247,Platyrhinoidis.triseriata.204.1,204.1,204,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,258,"CA, USA",V2.Dryad
248,Rhinobatos.productus.205.1,205.1,205,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,547; 979,"Gulf of California, Mexico",V2.Dryad
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,4,11,258,"CA, USA",V2.Dryad
251,Heterodontus.francisci.208.1,208.1,208,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,258,"CA, USA",V2.Dryad
255,Triakis.semifasciata.212.1,212.1,212,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,491,Japan,V2.Dryad
256,Alloclinus.holderi.213.1,213.1,213,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,2,11,120; 406; 407; 732,"Catalina Island, Channel Islands, CA, USA, Channel Islands, CA, USA; San Diego, CA, USA",V2.Dryad
257,Anisotremus.davidsonii.214.1,214.1,214,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
258,Atherinops.affinis.215.1,215.1,215,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,2,11,732,"San Diego, CA, USA",V2.Dryad
259,Aulorhynchus.flavidus.216.1,216.1,216,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,669,"Straight of Juan de Fuca, WA, USA",V2.Dryad
260,Brachyistius.frenatus.217.1,217.1,217,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,2,11,407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
261,Caulolatilus.princeps.218.1,218.1,218,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
262,Cheilotrema.saturnum.219.1,219.1,219,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
267,Embiotoca.jacksoni.224.1,224.1,224,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,2,11,120; 406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
268,Gibbonsia.elegans.225.1,225.1,225,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,120; 406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
269,Gibbonsia.metzi.226.1,226.1,226,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
272,Halichoeres.semicinctus.229.1,229.1,229,1,1326,Genitocotyle.heterostichi.646.5,646.5,646,5,14,NA,2,11,230; 406; 407,"Todos Santo, Baja California, Mexico; Catalina Island, Channel Islands, CA, USA",V2.Dryad
